Set 0,16h44m4s,"Conc. KIO3, M","Conc. NAHSO4, M"," ",,,,,,,
Trial,"Time, s",,,,,,,,,0.002,436
1,5.977,,,,,,,,,0.009,436
2,5.977,,,,,,,,,0.025,436
,,,,,,,,,,0.042,436
,,,,,,,,,,0.059,434
,,,,,,,,,,0.075,434
,,,,,,,,,,0.092,438
,,,,,,,,,,0.109,448
,,,,,,,,,,0.126,456
,,,,,,,,,,0.142,464
,,,,,,,,,,0.158,474
,,,,,,,,,,0.174,488
,,,,,,,,,,0.192,498
,,,,,,,,,,0.208,508
,,,,,,,,,,0.225,520
,,,,,,,,,,0.241,528
,,,,,,,,,,0.258,534
,,,,,,,,,,0.275,538
,,,,,,,,,,0.291,538
,,,,,,,,,,0.309,540
,,,,,,,,,,0.326,538
,,,,,,,,,,0.342,540
,,,,,,,,,,0.358,542
,,,,,,,,,,0.376,542
,,,,,,,,,,0.392,542
,,,,,,,,,,0.408,542
,,,,,,,,,,0.426,544
,,,,,,,,,,0.442,544
,,,,,,,,,,0.458,544
,,,,,,,,,,0.476,546
,,,,,,,,,,0.491,546
,,,,,,,,,,0.508,546
,,,,,,,,,,0.525,546
,,,,,,,,,,0.541,546
,,,,,,,,,,0.558,546
,,,,,,,,,,0.576,548
,,,,,,,,,,0.591,548
,,,,,,,,,,0.608,548
,,,,,,,,,,0.625,548
,,,,,,,,,,0.641,548
,,,,,,,,,,0.659,548
,,,,,,,,,,0.675,548
,,,,,,,,,,0.692,548
,,,,,,,,,,0.708,548
,,,,,,,,,,0.725,548
,,,,,,,,,,0.742,548
,,,,,,,,,,0.758,548
,,,,,,,,,,0.775,548
,,,,,,,,,,0.792,548
,,,,,,,,,,0.809,548
,,,,,,,,,,0.825,548
,,,,,,,,,,0.842,548
,,,,,,,,,,0.858,548
,,,,,,,,,,0.876,548
,,,,,,,,,,0.892,548
,,,,,,,,,,0.908,548
,,,,,,,,,,0.926,550
,,,,,,,,,,0.942,548
,,,,,,,,,,0.958,548
,,,,,,,,,,0.975,548
,,,,,,,,,,0.991,548
,,,,,,,,,,1.008,550
,,,,,,,,,,1.027,548
,,,,,,,,,,1.042,548
,,,,,,,,,,1.058,548
,,,,,,,,,,1.075,548
,,,,,,,,,,1.092,548
,,,,,,,,,,1.108,550
,,,,,,,,,,1.125,548
,,,,,,,,,,1.142,550
,,,,,,,,,,1.159,548
,,,,,,,,,,1.174,548
,,,,,,,,,,1.192,550
,,,,,,,,,,1.208,548
,,,,,,,,,,1.225,550
,,,,,,,,,,1.243,550
,,,,,,,,,,1.259,550
,,,,,,,,,,1.276,550
,,,,,,,,,,1.293,550
,,,,,,,,,,1.309,548
,,,,,,,,,,1.326,550
,,,,,,,,,,1.342,550
,,,,,,,,,,1.359,550
,,,,,,,,,,1.376,550
,,,,,,,,,,1.392,550
,,,,,,,,,,1.408,550
,,,,,,,,,,1.426,550
,,,,,,,,,,1.442,550
,,,,,,,,,,1.459,550
,,,,,,,,,,1.475,550
,,,,,,,,,,1.491,550
,,,,,,,,,,1.508,550
,,,,,,,,,,1.525,550
,,,,,,,,,,1.541,550
,,,,,,,,,,1.558,548
,,,,,,,,,,1.574,550
,,,,,,,,,,1.591,548
,,,,,,,,,,1.608,548
,,,,,,,,,,1.625,550
,,,,,,,,,,1.641,550
,,,,,,,,,,1.658,548
,,,,,,,,,,1.675,548
,,,,,,,,,,1.692,548
,,,,,,,,,,1.709,550
,,,,,,,,,,1.725,548
,,,,,,,,,,1.741,550
,,,,,,,,,,1.759,550
,,,,,,,,,,1.775,550
,,,,,,,,,,1.792,548
,,,,,,,,,,1.809,548
,,,,,,,,,,1.827,548
,,,,,,,,,,1.843,548
,,,,,,,,,,1.859,548
,,,,,,,,,,1.876,550
,,,,,,,,,,1.892,550
,,,,,,,,,,1.909,548
,,,,,,,,,,1.926,548
,,,,,,,,,,1.942,548
,,,,,,,,,,1.96,548
,,,,,,,,,,1.975,548
,,,,,,,,,,1.992,550
,,,,,,,,,,2.008,548
,,,,,,,,,,2.026,548
,,,,,,,,,,2.043,550
,,,,,,,,,,2.059,548
,,,,,,,,,,2.075,548
,,,,,,,,,,2.092,548
,,,,,,,,,,2.109,550
,,,,,,,,,,2.126,548
,,,,,,,,,,2.143,548
,,,,,,,,,,2.158,548
,,,,,,,,,,2.175,548
,,,,,,,,,,2.192,548
,,,,,,,,,,2.208,548
,,,,,,,,,,2.225,548
,,,,,,,,,,2.243,548
,,,,,,,,,,2.259,548
,,,,,,,,,,2.276,548
,,,,,,,,,,2.292,548
,,,,,,,,,,2.309,548
,,,,,,,,,,2.326,548
,,,,,,,,,,2.342,548
,,,,,,,,,,2.359,548
,,,,,,,,,,2.375,548
,,,,,,,,,,2.392,548
,,,,,,,,,,2.409,548
,,,,,,,,,,2.426,550
,,,,,,,,,,2.443,548
,,,,,,,,,,2.458,548
,,,,,,,,,,2.477,548
,,,,,,,,,,2.492,548
,,,,,,,,,,2.508,548
,,,,,,,,,,2.526,548
,,,,,,,,,,2.542,548
,,,,,,,,,,2.559,548
,,,,,,,,,,2.575,548
,,,,,,,,,,2.592,548
,,,,,,,,,,2.609,548
,,,,,,,,,,2.626,548
,,,,,,,,,,2.641,548
,,,,,,,,,,2.659,548
,,,,,,,,,,2.676,548
,,,,,,,,,,2.694,548
,,,,,,,,,,2.709,548
,,,,,,,,,,2.726,548
,,,,,,,,,,2.743,548
